stdout: /buildkit-binaries/v0.9.0/buildkitd --oci-worker=true --oci-worker-binary=/buildkit-binaries/v0.9.0/buildkit-runc --containerd-worker=false --oci-worker-gc=false --oci-worker-labels=org.mobyproject.buildkit.worker.sandbox=true --config=/tmp/bkbench_config3579412197/buildkitd.toml --root /tmp/bkbench_sandbox592497995 --addr unix:///tmp/bkbench_sandbox592497995/buildkitd.sock --debug --debugaddr 127.0.0.1:36297
stderr: /buildkit-binaries/v0.9.0/buildkitd --oci-worker=true --oci-worker-binary=/buildkit-binaries/v0.9.0/buildkit-runc --containerd-worker=false --oci-worker-gc=false --oci-worker-labels=org.mobyproject.buildkit.worker.sandbox=true --config=/tmp/bkbench_config3579412197/buildkitd.toml --root /tmp/bkbench_sandbox592497995 --addr unix:///tmp/bkbench_sandbox592497995/buildkitd.sock --debug --debugaddr 127.0.0.1:36297
> StartCmd 2024-09-25 22:53:33.25063467 +0000 UTC m=+7872.784118699 /buildkit-binaries/v0.9.0/buildkitd --oci-worker=true --oci-worker-binary=/buildkit-binaries/v0.9.0/buildkit-runc --containerd-worker=false --oci-worker-gc=false --oci-worker-labels=org.mobyproject.buildkit.worker.sandbox=true --config=/tmp/bkbench_config3579412197/buildkitd.toml --root /tmp/bkbench_sandbox592497995 --addr unix:///tmp/bkbench_sandbox592497995/buildkitd.sock --debug --debugaddr 127.0.0.1:36297
time="2024-09-25T22:53:33Z" level=debug msg="debug handlers listening at 127.0.0.1:36297"
time="2024-09-25T22:53:33Z" level=info msg="auto snapshotter: using overlayfs"
time="2024-09-25T22:53:33Z" level=warning msg="using host network as the default"
time="2024-09-25T22:53:33Z" level=info msg="found worker \"gqz960j4wyvo2cmjalbxo5kdd\", labels=map[org.mobyproject.buildkit.worker.executor:oci org.mobyproject.buildkit.worker.hostname:d62531b75aef org.mobyproject.buildkit.worker.sandbox:true org.mobyproject.buildkit.worker.snapshotter:overlayfs], platforms=[linux/amd64 linux/arm64 linux/riscv64 linux/ppc64le linux/s390x linux/386 linux/mips64le linux/mips64 linux/arm/v7 linux/arm/v6]"
time="2024-09-25T22:53:33Z" level=info msg="found 1 workers, default=\"gqz960j4wyvo2cmjalbxo5kdd\""
time="2024-09-25T22:53:33Z" level=warning msg="currently, only the default worker can be used."
time="2024-09-25T22:53:33Z" level=info msg="running server on /tmp/bkbench_sandbox592497995/buildkitd.sock"
time="2024-09-25T22:53:35Z" level=debug msg="session started" spanID=b80a12cb195a87df traceID=7b79c905bead4b193b3bbe44db8a5485
time="2024-09-25T22:53:35Z" level=debug msg="session started" spanID=2b47187ebb8a7666 traceID=4f409d375741161fe7eeeb94a28a3c56
time="2024-09-25T22:53:36Z" level=debug msg="session started" spanID=22fbaaa6579e0e9c traceID=97eabb8127051077901dd3a9a77cdd96
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=1bbe4059ba23e673 traceID=57fd0a2dee6bf9ab0eb266bfdcfd4608
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=265db1b7f72f66c2 traceID=9e2dcfc62f473c80d05f853c76d495f9
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=40e0730d74108978 traceID=7c79378fc0a9c8740844f5898b8635e2
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=c03d39ad22e6c966 traceID=e41c6b4172b2a890467f01d25ebadfd4
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=6e8afd2397912165 traceID=4e16c846ec257a9bf4328cd8122a921e
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=b38804a25754ed23 traceID=5b7c09a9032b9571b06bf04448225675
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=f1fc0fb18601333c traceID=3d35b8b7924c2772e9b73657ce49ccfe
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=ad65785a7fca8a63 traceID=eecf665a52791b626f8791c533c18997
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=b79b3a93d345f621 traceID=9956d528f1e076879e674a0d486cb248
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=2ea014d94d62a951 traceID=75be2e13d17238809325a45ed301b2e4
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=a2a16b047b9bccd6 traceID=83d98bbe9d31d2a8f7c6dafef87c5d8b
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=0c2de6e73c4c352c traceID=a3d0523a49beb7507bf6fd2915f0df15
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=5262655b24bf15aa traceID=5cb16af1941336c921c72be9df7ad19c
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=536de17a871c5fd1 traceID=56e0fd8c4d05cca906ff446b5bae1259
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=778e7631b8b4798a traceID=d1a0272fd27b2cafafd9a6f52153fb38
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=6b9746a9d4dd45f3 traceID=f2f5ad6e6f761164f82e418be52de088
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=ccd06f9b7980c8e1 traceID=8c94a5b155cf7d8e199ac4d4c96ddc6d
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=1edde48e8b5f7c0d traceID=677869fb3858e79e8d8d02db8be8a957
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=2f0a9c9daeac5ff3 traceID=c1c96a3517ef6e7b891f3b317c833f02
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=4d954d26812931f6 traceID=abf51535a2ec52ca27e7ce39c99c9e60
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=61afd9ad8676fe56 traceID=0b1268ecd0d27f1bca6db17b2e084473
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=15b8f3302d837c26 traceID=24c2478759c2902d6dc1a8a0bfb8cf5d
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=b6c28f1c35286211 traceID=b20204f1b14c084470c85bdb14fa9b3b
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=c87aca3062a9cf55 traceID=b6654148a6c22762337e8c97b9580163
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=fec6ad1427110ec8 traceID=c56a481f5d37c0c359dbc47038ce7d4e
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=29458a8ea168e8cb traceID=29c4a07345057b6604912639ffb3a3c2
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=23cf1394fdad6381 traceID=af26a092ac46b10000b2a51fc8ff82d3
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=426a147e5211ca2e traceID=d7fb5f76dce204dda7ba523a1282aa00
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=cda95605ac5e27dc traceID=ef67336e4cfa81916da6e930bdf581c1
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=d5ed14dd36052d4e traceID=91bdae5f5f31e4b8ebfa1375f8d125cc
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=0850d19cfd5ae63c traceID=5c331a291eb68848e3515013b1f76ef4
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=d5cd3a0be21f2dda traceID=43a379e173583086ab3b0deb600b7d00
time="2024-09-25T22:53:37Z" level=debug msg="session started" spanID=b064429c2014e5bc traceID=8f664c78032b2a32bcf86bf4e7507f1f
time="2024-09-25T22:53:38Z" level=debug msg="session started" spanID=2ebc656f8216e33c traceID=85f4979ddf7cea08ae94d7a064667c61
time="2024-09-25T22:53:38Z" level=debug msg="session started" spanID=8b7822b3f34018da traceID=b1f57ae38c55b1a81562442aa406c218
time="2024-09-25T22:53:38Z" level=debug msg="session started" spanID=e9287dfda5280b4a traceID=a695c755e6e35d65d8ebe7e59dbaf34e
time="2024-09-25T22:53:38Z" level=debug msg="session started" spanID=8265623084bdf81a traceID=004d78a2d16a8de776bd390b5e4b8090
time="2024-09-25T22:53:38Z" level=debug msg="session started" spanID=4aa5c06791f4218f traceID=608984b6c6d78a9711f821be5a08fea1
time="2024-09-25T22:53:38Z" level=debug msg="session started" spanID=f760f7006614bf26 traceID=213fb76d8900d7a1c7e8dd2d43dbd0be
time="2024-09-25T22:53:38Z" level=debug msg="session started" spanID=8d0f2507354da1a7 traceID=dd0847c55dbee0c93fc495562cdec071
time="2024-09-25T22:53:38Z" level=debug msg="session started" spanID=5696877f7464cbb9 traceID=f5632d1ee3e3ee9c298ca5bd9f7158bc
time="2024-09-25T22:53:38Z" level=debug msg="session started" spanID=c4b1998d456d90c9 traceID=0d063b49d8eac245b73b630f8a6e3b7d
time="2024-09-25T22:53:38Z" level=debug msg="session started" spanID=8615faf08e5dafc9 traceID=8548371395cb3b7e519c80b6ba5dc83b
time="2024-09-25T22:53:38Z" level=debug msg="session started" spanID=703e74c9fdcdd909 traceID=4a088ff20c951dd33e3f706d5e552b44
time="2024-09-25T22:53:38Z" level=debug msg="session started" spanID=cd9382e260170018 traceID=1f72b1295f82735e7cd07a20d304dad5
time="2024-09-25T22:53:38Z" level=debug msg="session finished: <nil>" spanID=b80a12cb195a87df traceID=7b79c905bead4b193b3bbe44db8a5485
time="2024-09-25T22:53:38Z" level=debug msg="session started" spanID=bc946911c0c08f21 traceID=563fd821eada97636e6cebb9fe52dd0d
