stdout: /buildkit-binaries/2024-09-13/buildkitd --oci-worker=true --oci-worker-binary=/buildkit-binaries/2024-09-13/buildkit-runc --containerd-worker=false --oci-worker-gc=false --oci-worker-labels=org.mobyproject.buildkit.worker.sandbox=true --config=/tmp/bkbench_config612433664/buildkitd.toml --root /tmp/bkbench_sandbox2742609268 --addr unix:///tmp/bkbench_sandbox2742609268/buildkitd.sock --debug --debugaddr 127.0.0.1:41939
stderr: /buildkit-binaries/2024-09-13/buildkitd --oci-worker=true --oci-worker-binary=/buildkit-binaries/2024-09-13/buildkit-runc --containerd-worker=false --oci-worker-gc=false --oci-worker-labels=org.mobyproject.buildkit.worker.sandbox=true --config=/tmp/bkbench_config612433664/buildkitd.toml --root /tmp/bkbench_sandbox2742609268 --addr unix:///tmp/bkbench_sandbox2742609268/buildkitd.sock --debug --debugaddr 127.0.0.1:41939
> StartCmd 2024-09-23 08:19:36.755054353 +0000 UTC m=+117.204224966 /buildkit-binaries/2024-09-13/buildkitd --oci-worker=true --oci-worker-binary=/buildkit-binaries/2024-09-13/buildkit-runc --containerd-worker=false --oci-worker-gc=false --oci-worker-labels=org.mobyproject.buildkit.worker.sandbox=true --config=/tmp/bkbench_config612433664/buildkitd.toml --root /tmp/bkbench_sandbox2742609268 --addr unix:///tmp/bkbench_sandbox2742609268/buildkitd.sock --debug --debugaddr 127.0.0.1:41939
time="2024-09-23T08:19:36Z" level=warning msg="failed to get disk size: no such file or directory"
time="2024-09-23T08:19:36Z" level=warning msg="failed to get disk size: no such file or directory"
time="2024-09-23T08:19:36Z" level=debug msg="debug handlers listening at 127.0.0.1:41939"
time="2024-09-23T08:19:36Z" level=info msg="auto snapshotter: using overlayfs"
time="2024-09-23T08:19:36Z" level=warning msg="using host network as the default"
time="2024-09-23T08:19:36Z" level=info msg="found worker \"nkgz3cexd16hydv9vlrb1nsna\", labels=map[org.mobyproject.buildkit.worker.executor:oci org.mobyproject.buildkit.worker.hostname:851538f90209 org.mobyproject.buildkit.worker.network:host org.mobyproject.buildkit.worker.oci.process-mode:sandbox org.mobyproject.buildkit.worker.sandbox:true org.mobyproject.buildkit.worker.selinux.enabled:false org.mobyproject.buildkit.worker.snapshotter:overlayfs], platforms=[linux/amd64 linux/amd64/v2 linux/amd64/v3 linux/arm64 linux/riscv64 linux/ppc64le linux/s390x linux/386 linux/mips64le linux/mips64 linux/arm/v7 linux/arm/v6]"
time="2024-09-23T08:19:36Z" level=info msg="found 1 workers, default=\"nkgz3cexd16hydv9vlrb1nsna\""
time="2024-09-23T08:19:36Z" level=warning msg="currently, only the default worker can be used."
time="2024-09-23T08:19:36Z" level=info msg="running server on /tmp/bkbench_sandbox2742609268/buildkitd.sock"
time="2024-09-23T08:19:36Z" level=debug msg="session started" spanID=ece70f851ffe34dc traceID=b32e70994605af156e0d1ee80622680c
time="2024-09-23T08:19:36Z" level=debug msg="session started" spanID=c02a573cdadd4bdb traceID=bdea3c4b1b145bf4fac4db79804707ce
time="2024-09-23T08:19:37Z" level=debug msg="session finished: <nil>" spanID=ece70f851ffe34dc traceID=b32e70994605af156e0d1ee80622680c
time="2024-09-23T08:19:37Z" level=debug msg="session started" spanID=4018d4760dcfd891 traceID=7f1080f0a656cf5b0de948be23633ee5
time="2024-09-23T08:19:37Z" level=debug msg="session started" spanID=34584b26ba3068b6 traceID=bf775f34d8c1147a216b6ff0402d9d07
time="2024-09-23T08:19:37Z" level=debug msg="session finished: <nil>" spanID=c02a573cdadd4bdb traceID=bdea3c4b1b145bf4fac4db79804707ce
time="2024-09-23T08:19:37Z" level=debug msg="session started" spanID=e844877a66c4ec03 traceID=01dccd0ebee6948fda1bcbef6c933e34
time="2024-09-23T08:19:37Z" level=debug msg="session started" spanID=78aa2af18cc50d2b traceID=64109631e7c856c973f523b8b1aa3eb4
time="2024-09-23T08:19:37Z" level=debug msg="session started" spanID=b63926585582d643 traceID=4f902e704ab9b21ea774a446b1edff76
time="2024-09-23T08:19:37Z" level=debug msg="session started" spanID=23df94d1860da41f traceID=bdea3c4b1b145bf4fac4db79804707ce
time="2024-09-23T08:19:37Z" level=debug msg="session started" spanID=b00951c148e80f3e traceID=645f0f4c7c38bdcfdc8c1e63b0bdb492
